,Text
4423,hate and bullying has to stop! @username waterloo teen dies from beating injuries httplink #noh8
4424,@username lol you say picked on like their teasing abd bullying you... but i understand what you mean.
4425,"@username yeah, mum came back all flushed? she really is, such a bully. #notmenopause!?"
4426,@username me odias pq te hago bullying :/
4427,"how to stop the cyber bully - early warning signs, trust, openness and guidance httplink"
4428,"@username hoalah,eh aku lg mensmurf tl. malem ini tmpak ada santapan bully haha.. :))"
4429,@username not if you're gunna bully me~
4430,hoje em dia a culpa ou do bullying ou da internet
4431,"i liked a @username video httplink demi lovato: ""i was bullied because i was fat"""
4432,soo fat need to loose some weight then i might stop being bullied!!! :( lets hope so! #neversaynever
4433,"todo mundo sofreu bullying, tem homem grvido, teve gente que foi abusada sexualmente, gente que ressuscitou... httplink"
4434,"i liked a @username videofrom @username httplink bullying, que hacer con"
4435,@username bully
4436,jayden is a bully.
4437,"@username @username @username haha mas asrul, iya bully aja, dia sering bully aku hehe"
4438,@username @username @username chega de bullying por hj.. #paz
4439,"rebecca black abandona colgio por ser vtima de bullying - agora a cantora,14 anos,s investir na carreira artstica httplink"
4440,i have to confess now i deliberately bullied a poor little word to demonstrate that we must never change what we write to suit twitter etc
4441,"""courage is fire, and bullying is smoke"". benjamin disraeli knew his stuff."
4442,"@username blz, mas eu tenho preferencia pq eu jah sofro mt bullying na vida, blz? kk"
4443,"@username get outta my room, crying & shit. its not funny -_-"
4444,my gran just bullied me!
4445,@username imaginooo...ontem sofri bullying e ja foi sinistro
4446,my bully is my faternal twin #winning!
4447,cara ja cansei!! isso bullying de ....
4448,"nol cek bm""@username: aku di bully sama @username vaniaay :("""
4449,nao aguento mais estudar bullying ! fiquei a tarde td u.u
4450,teacher sets up new charity to tackle anti-gay bullying httplink
4451,no bigger pricks on the road than those who bully flustered l platers by tooting and tailgating. #gutlesswonders
4452,"sofrendo ""bullying"" no trabalho s porque descobriram que sou louca por @username e @username ... tenho 19 anos e gosto mesmo, e dai???"
4453,#mtvgaga what advice would you give a monster who's being bullied? and how to end it(:
4454,"esperando a thais terminar de comer e depois oficina sobre bulling, por causa da babaca da elia"
4455,no bullying se eu jogar um tijolo na sua cara e fingir que estava brincando de pedreiro. httplink
4456,#ff para @username mi compaera de #bullying con #ninelconde jajajajajaja y xq me divierteee un chiorrooo chismear con ella :p
4457,"@username @username tadinhu de mim , sofrendo bulling viu mimi'"
4458,that awkward moment when you realise your dad used to bully snape. #awkward #harrypotter
4459,"@username yeah. i'm a social disaster. no talking to people. high fives, tweet-bullying and free sketches. thats it."
4460,"diego me humilhando no eme, vou dar um print e denunciar por bulling ."
4461,@username oi dont call him a dork ya bully :op
4462,mariah over here beating up the cat...lol#bully
4463,"nowadays, #america jus be bullying for oil, that's #bushs fault tho, but we losing the war cuz of it"
4464,@username @username ya salen los magallnicos y su bullying. para nosotros si es nieve?yo soy de la serena y si es nieve ajaja
4465,?thirsty vagina warriors is the name of my new girl band. my old girl band -- bully pulpit and the trial balloons -- broke up.?
4466,sitting here crying watching #cyberbully lol im pathetic #judgeme
4467,thank u all so much for the comments and support for our anti-bullying awareness campaign www.ispcc.ie
4468,photo: no bullying se ele usa aquele reloginho que troca as pulseirinhas coloridas. httplink
4469,otra ms de las consecuencias de una sociedad que vive en #depresin es el #bullying #adondevamosaparar
4470,"#neverapologisefor being an arrogant, bullying toerag. you'll both grow up and she'll marry you. trust me."
4471,@username i was like mum shut the fuck up it's not bullying :')
4472,#parents it takes inner strength to stand up on the issue of #school bullying..but share that strength and pass it around 4 students.
4473,mira bully @username httplink
4474,@username iya min ! jgn bully kami lagi ya ! kami udah hidup bahagia ! hiks *lap ingus ke mohawk*
4475,"@username uhsauhsuhuahsuhsuaha, otima ideia, eu tava pensando em pagar,mais bullying bem mais facil, no gasto dinheiro hsuahsuhaushuah"
4476,vitor. o japa foi mais forte que voce. #bullying
4477,agora qualquer coisa bullying respirar bullying viver bullying acordar bullying falar a verdade bullying
4478,servidor demitido por postar piada sobre dilma em twitter httplink #folha mais de 50% dos bras. fazem bulling com a dilma rssss
4479,"seen bullying yet this year. here are some tips for stopping it, for you and your kid. httplink #fb"
4480,"#flashback dulu tk udah sering di bully-___-"""
4481,as real as it gets: bullying victims can fight back with help from brazilian jiu-jitsu royalty | the httplink
4482,@username tudo bem gatona? *-* cad voc no msn pro bullying d'osam? :/ t no trampo? :o
4483,what to do when your kid's the bully httplink
4484,"minha dash ta cheia de foto de gente bonita, isso dai bullying. httplink"
4485,"hj no curso eu sofri bulling, o professor tiro foto nossa ushaushauhsua"
4486,@username @username @username ps: isso no bullying ^^
4487,rebecca black quits middle school after bullying (mashable) httplink
4488,i hate when the smallest bitches try to bully the big girls o_o. u sure u wanna ride tht ride?
4489,bully beatdown is so fluke ........................ lol niggas be tapping out fast as shit
4490,"officials, teachers, students discuss bullying in hartford - meriden record-journal httplink"
4491,"i hate it when people get bullied, makes me so sad :'("
4492,"@username kampretkampretkampreettt saann *kesenengan ,eheheh tweet lu yg tdi apus san,biar tdk ada yg tau,klo lu mau bully dia,hahhaa!"
4493,"1 palavra , 8 letras e um significado : bullying '='"
4494,spending the last 2 days in edmonds has made me so nostalgic. i miss when all 6 of us lived under one roof and bullied eachother #goodtimes
4495,"@username @username agora rolndia vai sofrer bullying do pas inteiro, que d que d que d uasdhaiusdhaish"
4496,#thingsweneedtochange bullying :(
4497,@username there's a scene based on my dad. the fight that goes on for 45 minutes and the guy is destroyed. my dad was the bully.
4498,so sick of being bullied :'( @username @username
4499,"bitches practically bullied me into going out tonight, good thing i get paid at midnight :p #looooooose"
4500,the congressmen's & senator's daughters that i went 2 shenandoah valley academy with told me about their father's being bullied & threatened
4501,@username and the people thinks i'm crazy and bully me
4502,@username eu ea @username estamos sofrendo bulling mas no somos colegas nem moramos na mesma cidade mas sofremos por ser colorida
4503,"ok,o que eu posso falar sobre o bullying?"
4504,@username ngiri tah? mau saya bully??
4505,@username @username es que si le hago violacin no sera bullying :c
4506,"cenas so espetculo bullying no ciep operrio vicente mariano, no dia 19 de agosto httplink via @username"
4507,",sofro bullying u.u"
4508,"some people, cyberbully without knowing... sending anonymous hate comments. it may not affect me but may affect others. stop bullying!"
4509,@username jajajaj sabi que.. nos pueden demandar por bullying ciberntico..
4510,@username po!so pq eu entrei? isso e bullying sabia?
4511,"@username got any wisdom for my fantasy football team, named the bully whips?"
4512,how the political right bullied the department of homeland security into ignoring the threat of ri.. httplink
4513,"fiz o mesmo tweet 3 vezes, e no foi. twitter praticando bullying contra mim. =)"
4514,"@username tava lendo uma notcia de bullying num site..dai era de uma guria de 17 anos bateu em outra de 17 ""as duas esto na 8a serie"""
4515,bully offers toronto real estate httplink
4516,@username something bad as usual. i am just a dumb girl that get bully everytime.
4517,aff... gente que protegida pela fortuna do pai querendo falar de bullying normal na cidade mais provinciana do pas... #eumereo
4518,"@username en el bully, vente!!"
4519,@username jajajaja...va...rosada conbinada ;) y nooo...apuesto a q yo t hare bulling primero :d <3
4520,@username lmfao oh i dont kill those. i bully them!
4521,"@username ou seja, voc fazia bullying com pessoas como eu!"
4522,@username @username parah bgt dah di bully w
4523,sofri bullying aqui :(
4524,@username u seen dat guh sayy we was a bully in 4th hour lol .
4525,#bullying
4526,as real as it gets: bullying victims can fight back with help from brazilian jiu-jitsu royalty httplink
4527,"porra galera se mandar dm avisa, o novo twitter da de bullying com as direct messages"
4528,@username yah..u bullying me again? ?(??)
4529,like haha bitch i get to walk and you have to drive! since ima bully it'll make me feel better
4530,the eagles won't do shit tonight either. but i'm just a big bully.
4531,"how do you let yo self yourself get bullied smh, stand up too em"
4532,"@username @username ainda tenho, mas porque nao resisti, agora me sinto inseguro vou sofrer bullying"
4533,@username it just causes people to be bullied and them to hate eachother.. there's really nothing good about it
4534,@username @username jajaja no al bullying! igual te gust mi frase! :)
4535,@username @username what an idiot @username is. nothing but a bully!!!!
4536,"quando eu for uma danarina famosa, vou comprar a zara e fazer de escravo todas essas pessoas que cometem bullying comigo hoje"
4537,people should stop bullying my asian boyfriend for being short.
4538,eu sofro bullying.
4539,malem ini ak ingin me-bully seseorang
4540,"@username lavatela lo ms que puedas eres suicidio social si tienes acn te lo jurp, a mi me hacen bullying por eso y otra cosas."
